Exported from Sap Flow Tool (1.5.0) on 19/05/2019 at 21:01
date time,DOY,HRM Sap Flow Meter (SFM1) (SFM1G40O),HRM Sap Flow Meter (SFM1) (SFM1G40O),HRM Sap Flow Meter (SFM1) (SFM1G40O),HRM Sap Flow Meter (SFM1) (SFM1G40O),
dd/MM/yyyy hh:mm:ss.zzz,DOY,0_OuterDownstream(DegC),1_OuterUpstream(DegC),2_InnerDownstream(DegC),3_InnerUpstream(DegC),
30/10/2017 20:02:04.000,303,18.44083023,18.56689644,18.58789825,18.30086899,
30/10/2017 20:02:05.000,303,18.43266869,18.55708694,18.57800293,18.29382706,
30/10/2017 20:02:06.000,303,18.42480469,18.54857063,18.5700264,18.28598595,
30/10/2017 20:02:07.000,303,18.41820717,18.53912926,18.5609169,18.27782249,
30/10/2017 20:02:08.000,303,18.40987206,18.52963638,18.55144882,18.27119637,
30/10/2017 20:02:09.000,303,18.4020195,18.52185631,18.54351997,18.26350594,
30/10/2017 20:02:10.000,303,18.39490128,18.51272964,18.53415298,18.25608253,
30/10/2017 20:02:11.000,303,18.38678741,18.50442123,18.52488899,18.2497139,
30/10/2017 20:02:12.000,303,18.37811661,18.49514771,18.51727867,18.24225235,
30/10/2017 20:02:13.000,303,18.37093353,18.48615456,18.50832939,18.23509598,
30/10/2017 20:02:14.000,303,18.36199951,18.47701645,18.49958229,18.22880936,
30/10/2017 20:02:15.000,303,18.35352516,18.46913719,18.49231911,18.22202682,
30/10/2017 20:02:16.000,303,18.34579086,18.46018219,18.4838562,18.21474838,
30/10/2017 20:02:17.000,303,18.33719063,18.45107651,18.47522163,18.20895386,
30/10/2017 20:02:18.000,303,18.32884407,18.44330597,18.46711349,18.20240211,
30/10/2017 20:02:19.000,303,18.32191467,18.43457031,18.46011353,18.1958847,
30/10/2017 20:02:20.000,303,18.31368256,18.42608452,18.45198822,18.18925858,
30/10/2017 20:02:21.000,303,18.30589867,18.4191761,18.44406509,18.18384361,
30/10/2017 20:02:22.000,303,18.29805756,18.41114807,18.43724823,18.17746544,
30/10/2017 20:02:23.000,303,18.29117966,18.4030323,18.42964745,18.17160034,
30/10/2017 20:02:24.000,303,18.28300667,18.39459229,18.42193413,18.1662426,
30/10/2017 20:02:25.000,303,18.27490425,18.38775253,18.41555023,18.16035652,
30/10/2017 20:02:26.000,303,18.26783371,18.37954521,18.40765572,18.15419769,
30/10/2017 20:02:27.000,303,18.259552,18.37224579,18.40024185,18.14907646,
30/10/2017 20:02:28.000,303,18.25118637,18.36529922,18.39268494,18.14334106,
30/10/2017 20:02:29.000,303,18.24410629,18.35747337,18.3865242,18.13768387,
30/10/2017 20:30:08.000,303,16.92269325,17.1429615,17.39631271,17.42402649,
30/10/2017 20:30:09.000,303,16.92269325,17.14288139,17.3965683,17.42427635,
30/10/2017 20:30:10.000,303,16.9227047,17.14281082,17.39638138,17.42424011,
30/10/2017 20:30:11.000,303,16.92254448,17.14278984,17.39603996,17.42435646,
30/10/2017 20:30:12.000,303,16.92245293,17.14286995,17.39601898,17.4242878,
30/10/2017 20:30:13.000,303,16.92174911,17.14277458,17.39608765,17.42432404,
30/10/2017 20:30:14.000,303,16.92126656,17.14273071,17.39624786,17.42435646,
30/10/2017 20:30:15.000,303,16.92067528,17.14251328,17.39600372,17.42435646,
30/10/2017 20:30:16.000,303,16.92035294,17.1420002,17.3957634,17.42411613,
30/10/2017 20:30:17.000,303,16.9198494,17.14138031,17.39583206,17.42427635,
30/10/2017 20:30:18.000,303,16.91969872,17.14115143,17.39574051,17.42419624,
30/10/2017 20:30:19.000,303,16.91945648,17.14098167,17.3956604,17.42409515,
30/10/2017 20:30:20.000,303,16.91948891,17.14072418,17.39558029,17.42403603,
30/10/2017 20:30:21.000,303,16.91974258,17.14057541,17.39551163,17.42378616,
30/10/2017 20:30:22.000,303,16.91969872,17.140522,17.39535141,17.42378616,
30/10/2017 20:30:23.000,303,16.91959763,17.14043045,17.39555931,17.42375946,
30/10/2017 20:30:24.000,303,16.91942406,17.1403141,17.39575195,17.42375946,
30/10/2017 20:30:25.000,303,16.91938782,17.14039421,17.39589119,17.42362022,
30/10/2017 20:30:26.000,303,16.91910362,17.14018631,17.39581108,17.42348671,
30/10/2017 20:30:27.000,303,16.91884613,17.14027596,17.39591217,17.42349815,
30/10/2017 20:30:28.000,303,16.91885567,17.1401329,17.39585876,17.42330551,
