TIMESTAMP,RECORD,Batt_volt,Logger_Temp,TotalSapFlow_a,SFD_Outer_a,SFD_Inner_a,Alpha_Outer_a,Alpha_Inner_a,Beta_Outer_a,Beta_Inner_a,Tmax_Outer_a,Tmax_Inner_a,TotalSapFlow_b,SFD_Outer_b,SFD_Inner_b,Alpha_Outer_b,Alpha_Inner_b,Beta_Outer_b,Beta_Inner_b,Tmax_Outer_b,Tmax_Inner_b,TotalSapFlow_c,SFD_Outer_c,SFD_Inner_c,Alpha_Outer_c,Alpha_Inner_c,Beta_Outer_c,Beta_Inner_c,Tmax_Outer_c,Tmax_Inner_c,TotalSapFlow_d,SFD_Outer_d,SFD_Inner_d,Alpha_Outer_d,Alpha_Inner_d,Beta_Outer_d,Beta_Inner_d,Tmax_Outer_d,Tmax_Inner_d,TotalSapFlow_e,SFD_Outer_e,SFD_Inner_e,Alpha_Outer_e,Alpha_Inner_e,Beta_Outer_e,Beta_Inner_e,Tmax_Outer_e,Tmax_Inner_e,Solar,Precipitation,Strikes,StrikeDistance,WindSpeed,WindDirection,GustWindSpeed1,AirTemp,Vapor_Pressure,AtmPressure,RelHumidity,RelHumidityTemp,XOrientation,YOrientation,CompassHeading,N_Wind,E_Wind,GustWindSpeed2,ETo,VPD,Soil_Raw,Soil_Temp,Soil_Water,Canopy_Temp,IRT_Sensor_Temp
27/03/2025 7:45,287,13.16,23.7,0.174,5.3,2.21,0.43718,0.18288,0.34831,0.18406,61.389,61.701,0.051,1.5,0.74,0.12354,0.06135,0.10532,0.05764,79.699,65.777,-0.027,-0.69,-0.49,-0.05885,-0.04285,-0.05549,-0.05213,69.818,67.354,0.017,0.77,-0.1,0.06404,-0.01089,0.0638,-0.01803,70.811,64.302,-0.003,0.18,-0.4,0.015,-0.03495,0,-0.05059,57.769,58.084,83,0,0,0,0.7,81.8,1.75,25,0.82,97.9,0.257,23.9,-0.8,0.3,0,0.1,0.69,1.75,0.138,2.358,2010,30.1,0.084,27.13,25.84
27/03/2025 8:00,288,13.59,26.55,0.136,3.8,2.17,0.31406,0.17909,0.28114,0.18286,62.2,61.51,0.007,0,0.41,0,0.03316,0.01148,0.0298,68.586,65.65,0.002,0.38,-0.35,0.031,-0.03139,0.03626,-0.04033,75.749,66.466,0.021,0.95,-0.14,0.07887,-0.01405,0.07829,-0.01739,68.724,65.753,0.008,0.59,-0.3,0.04914,-0.02699,0.06391,-0.04445,58.594,57.904,216,0,0,0,1.17,89.3,3.37,26,0.84,97.9,0.25,25.6,-1,0.4,0,0.01,1.17,3.37,0.305,2.526,2009,30,0.084,27.4,27.54
27/03/2025 8:15,289,13.56,28.96,0.139,3.92,2.17,0.32448,0.17909,0.31015,0.18286,57.627,61.699,-0.011,-0.7,0.36,-0.06067,0.03003,-0.01187,0.02658,36.434,63.217,-0.041,-1.28,-0.45,-0.10801,-0.03975,-0.10939,-0.04545,78.291,69.511,0.021,0.92,-0.1,0.0768,-0.01083,0.0762,-0.01773,68.855,62.851,0.008,0.56,-0.3,0.04659,-0.02635,0.06256,-0.03853,52.489,60.352,348,0,0,0,1.3,82.6,3.65,27.1,0.87,97.9,0.244,28.1,-1.1,0.4,0,0.17,1.29,3.65,0.454,2.717,2009,30,0.084,28.26,28.67
27/03/2025 8:30,290,13.51,30.68,0.127,3.49,2.12,0.28848,0.1742,0.28766,0.17806,50.732,63.578,-0.011,-0.77,0.43,-0.06575,0.0359,-0.06747,0.0325,43.867,61.161,-0.052,-1.63,-0.61,-0.13705,-0.05161,-0.12929,-0.05423,78.414,68.878,0.018,0.87,-0.14,0.07168,-0.01445,0.06773,-0.01773,69.29,62.278,0.016,0.85,-0.27,0.07096,-0.02409,0.07869,-0.03651,51.557,57.912,407,0,0,0,1.1,59.2,3.18,27.9,0.89,97.9,0.235,30.2,-0.7,-0.1,0,0.56,0.94,3.18,0.515,2.881,2010,30,0.084,28.19,29.82
27/03/2025 8:45,291,13.47,33.05,0.087,2.06,1.91,0.1698,0.15773,0.16949,0.16486,57.63,62.957,-0.03,-1.33,0.2,-0.11265,0.01591,-0.04849,0.01248,102.481,60.84,-0.054,-1.73,-0.58,-0.14421,-0.04991,-0.07345,-0.05563,103.434,69.643,0.019,0.84,-0.1,0.06996,-0.01089,0.0695,-0.01789,66.003,63.79,0.017,0.87,-0.24,0.07186,-0.02173,0.08324,-0.03711,56.529,58.354,464,0,0,0,1.26,72,3.83,28.7,0.9,97.9,0.228,31.5,-0.9,0.1,0,0.39,1.2,3.83,0.59,3.046,2009,30,0.084,29.93,30.01
27/03/2025 9:00,292,13.42,35.45,0.034,0.24,1.53,0.01914,0.12586,0.01617,0.1278,67.464,63.517,-0.038,-1.57,0.07,-0.13179,0.00613,-0.10617,0.00303,82.446,64.779,-0.065,-2.13,-0.61,-0.17789,-0.05151,-0.13787,-0.06009,100.708,68.186,0.012,0.64,-0.19,0.05344,-0.01785,0.05675,-0.02109,67.005,64.038,0.005,0.49,-0.35,0.04004,-0.03115,0.04124,-0.04065,57.726,59.803,520,0,0,0,1.43,51.8,3.77,29.2,0.89,97.9,0.219,32.4,-0.7,0.3,0,0.89,1.13,3.77,0.662,3.172,2010,30.1,0.084,31.19,30.56
27/03/2025 9:15,293,13.4,37.34,-0.017,-1.52,1.09,-0.12737,0.0907,-0.10651,0.09584,82.686,66.207,-0.044,-1.76,0,-0.14661,0,-0.14955,-0.00599,94.62,66.214,-0.073,-2.51,-0.51,-0.20899,-0.04433,-0.20019,-0.04983,69.072,71.156,0.015,0.74,-0.14,0.0614,-0.01407,0.06102,-0.02075,70.005,64.758,0.014,0.81,-0.31,0.06746,-0.02795,0.0631,-0.03749,56.107,62.715,573,0,0,0,1.35,39,3.62,30,0.89,97.9,0.21,33.2,-1,0.3,0,1.05,0.85,3.62,0.725,3.36,2010,30.1,0.084,31.96,31.8
27/03/2025 9:30,294,13.37,38.71,-0.01,-1.29,1.16,-0.10929,0.09614,-0.09965,0.10105,75.977,64.01,-0.053,-2.11,0,-0.17601,0,-0.16759,-0.00305,67.779,66.342,-0.044,-1.33,-0.56,-0.11213,-0.04881,-0.05685,-0.05441,101.926,69.899,0.011,0.59,-0.19,0.04878,-0.01765,0.05198,-0.02091,71.847,64.831,0,0.31,-0.35,0.02598,-0.03115,0.02064,-0.04323,63.921,61.465,623,0,0,0,1.52,53.3,3.42,30.8,0.9,97.9,0.203,34,-0.7,0.2,0,0.91,1.22,3.42,0.795,3.548,2010,30.2,0.084,32.59,32.14
27/03/2025 9:45,295,13.36,39.69,-0.018,-1.62,1.16,-0.13585,0.09614,-0.12895,0.09834,72.107,64.65,-0.05,-2.04,0.07,-0.17017,0.0059,-0.12301,0.00291,89.191,66.028,-0.081,-2.74,-0.66,-0.22767,-0.05615,-0.23717,-0.06477,64.339,66.93,0.013,0.63,-0.1,0.0516,-0.01041,0.05124,-0.01379,68.933,65.204,0.016,0.9,-0.31,0.07447,-0.02743,0.09902,-0.03441,44.226,61.914,670,0,0,0,1.6,49.5,3.74,31.5,0.9,97.8,0.196,34.7,-1.1,0.2,0,1.04,1.22,3.74,0.858,3.725,2009,30.3,0.084,33.09,33.06
27/03/2025 10:00,296,13.33,40.73,0.031,0.14,1.48,0.01169,0.1222,0.02289,0.12425,64.841,65.906,-0.036,-1.54,0.14,-0.13019,0.01176,-0.10365,0.00876,81.307,65.642,-0.064,-2.13,-0.54,-0.17785,-0.04625,-0.17901,-0.05195,63.14,66.74,0.012,0.63,-0.14,0.05198,-0.01377,0.0516,-0.01711,70.681,65.689,0.003,0.36,-0.27,0.03036,-0.02467,0.02364,-0.02935,72.625,63.12,714,0,0,0,1.46,40.4,3.79,32.3,0.9,97.8,0.186,35.5,-0.7,0.3,0,1.11,0.95,3.79,0.914,3.946,2011,30.4,0.084,35.82,34.08
27/03/2025 10:15,297,13.33,41.68,-0.014,-1.43,1.13,-0.12087,0.0939,-0.12015,0.09888,75.677,64.459,-0.034,-1.49,0.18,-0.12533,0.01464,-0.10809,0.01449,59.343,63.652,-0.063,-1.98,-0.72,-0.16553,-0.06123,-0.16681,-0.07013,77.596,66.29,0.01,0.55,-0.19,0.04506,-0.01753,0.04829,-0.02083,70.664,66.938,0.012,0.71,-0.28,0.05908,-0.02499,0.06771,-0.03449,50.849,61.489,754,0,0,0,1.62,46.8,4.73,32.9,0.89,97.8,0.179,36.3,-0.7,-0.2,0,1.11,1.18,4.73,0.973,4.117,2010,30.5,0.084,35.4,34.68
27/03/2025 10:30,298,13.3,42.37,-0.013,-1.47,1.25,-0.12357,0.10344,-0.10655,0.10564,68.22,64.773,-0.005,-0.4,0.24,-0.03425,0.02016,-0.03035,0.01716,77.924,67.502,-0.075,-2.55,-0.59,-0.21285,-0.05097,-0.21733,-0.05987,72.86,69.132,0.013,0.63,-0.1,0.05178,-0.01033,0.04808,-0.01707,70.23,64.733,0.007,0.55,-0.31,0.04549,-0.02811,0.04659,-0.03537,60.68,64.773,791,0,0,0,1.67,32.4,3.97,33.5,0.88,97.8,0.169,36.8,-0.6,0.4,0,1.41,0.9,3.97,1.027,4.309,2011,30.6,0.084,36.83,35.56
27/03/2025 10:45,299,13.29,42.97,-0.012,-1.4,1.2,-0.11819,0.0993,-0.11745,0.10442,70.536,62.577,-0.062,-2.53,0.04,-0.21069,0.00304,-0.07663,-0.00307,97.51,65.123,-0.036,-0.94,-0.65,-0.07959,-0.05603,-0.07877,-0.06493,67.881,64.912,0.008,0.52,-0.23,0.04287,-0.02119,0.04252,-0.02091,69.162,64.928,0.011,0.69,-0.3,0.05728,-0.02643,0.05124,-0.03893,71.07,61.058,824,0,0,0,1.56,39.8,4.23,34,0.87,97.8,0.162,37.3,-0.7,0.5,0,1.2,1,4.23,1.069,4.469,2010,30.8,0.084,38.34,36.05
27/03/2025 11:00,300,13.29,43.63,-0.015,-1.46,1.16,-0.12235,0.09559,-0.11851,0.10066,73.677,63.461,-0.065,-2.54,-0.05,-0.21189,-0.00607,-0.20205,-0.00897,74.8,63.879,-0.058,-1.76,-0.72,-0.14733,-0.06123,-0.14919,-0.06703,75.205,66.931,0.008,0.48,-0.2,0.03948,-0.01803,0.03918,-0.02131,70.617,64.867,0.022,1.12,-0.27,0.09238,-0.02385,0.1032,-0.03637,55.444,62.307,853,0,0,0,1.29,70.1,3.36,34.4,0.85,97.8,0.155,37.9,-0.6,0.3,0,0.44,1.21,3.36,1.098,4.608,2012,31,0.085,35.91,36.07
27/03/2025 11:15,301,13.27,44.38,-0.026,-1.7,0.9,-0.14207,0.07452,-0.10479,0.07694,85.335,65.092,-0.049,-1.91,-0.05,-0.15931,-0.00605,-0.08183,-0.00897,80.486,68.815,-0.061,-1.85,-0.76,-0.15503,-0.06533,-0.12195,-0.07115,82.481,68.646,0.005,0.38,-0.19,0.03174,-0.01761,0.03161,-0.01737,72.135,65.877,0.019,0.98,-0.27,0.0812,-0.02417,0.0739,-0.03431,67.151,60.415,877,0,0,0,1.23,38.4,3.77,34.9,0.83,97.8,0.149,38.3,-0.5,0.5,0,0.96,0.76,3.77,1.13,4.771,2011,31.2,0.085,38.52,37.05
27/03/2025 11:30,302,13.27,45.36,-0.008,-0.97,0.87,-0.08257,0.07166,-0.06727,0.07408,76.06,65.344,-0.05,-1.91,-0.09,-0.15971,-0.00897,-0.13789,-0.01189,89.527,66.873,-0.071,-2.25,-0.79,-0.18781,-0.06729,-0.17499,-0.06985,100.47,70.211,0.006,0.43,-0.2,0.0362,-0.01811,0.03963,-0.02145,71.677,65.171,-0.008,-0.03,-0.4,-0.00487,-0.03501,-0.01641,-0.04495,61.105,61.672,895,0,0,0,1.15,60.7,3.6,35.1,0.79,97.8,0.141,38.9,-0.8,0.4,0,0.56,1.01,3.6,1.151,4.869,2011,31.5,0.084,42.03,37.71
