TIMESTAMP,RECORD,Batt_volt,Logger_Temp,TotalSapFlow_a,SFD_Outer_a,SFD_Inner_a,Alpha_Outer_a,Alpha_Inner_a,Beta_Outer_a,Beta_Inner_a,Tmax_Outer_a,Tmax_Inner_a,TotalSapFlow_b,SFD_Outer_b,SFD_Inner_b,Alpha_Outer_b,Alpha_Inner_b,Beta_Outer_b,Beta_Inner_b,Tmax_Outer_b,Tmax_Inner_b,TotalSapFlow_c,SFD_Outer_c,SFD_Inner_c,Alpha_Outer_c,Alpha_Inner_c,Beta_Outer_c,Beta_Inner_c,Tmax_Outer_c,Tmax_Inner_c,TotalSapFlow_d,SFD_Outer_d,SFD_Inner_d,Alpha_Outer_d,Alpha_Inner_d,Beta_Outer_d,Beta_Inner_d,Tmax_Outer_d,Tmax_Inner_d,TotalSapFlow_e,SFD_Outer_e,SFD_Inner_e,Alpha_Outer_e,Alpha_Inner_e,Beta_Outer_e,Beta_Inner_e,Tmax_Outer_e,Tmax_Inner_e,Solar,Precipitation,Strikes,StrikeDistance,WindSpeed,WindDirection,GustWindSpeed1,AirTemp,Vapor_Pressure,AtmPressure,RelHumidity,RelHumidityTemp,XOrientation,YOrientation,CompassHeading,N_Wind,E_Wind,GustWindSpeed2,ETo,VPD,Soil_Raw,Soil_Temp,Soil_Water,Canopy_Temp,IRT_Sensor_Temp
24/03/2025 9:45,10,13.34,39.53,0.019,-99,1.01,-99,0.0832,0.0413,0.04952,86.449,105.678,0.037,1.37,0.18,0.11332,0.01486,0.08506,0.02062,38.301,86.052,0.046,2.12,-0.37,0.17518,-0.03229,0.02,-0.00633,97.014,105.552,0.039,1.7,-0.14,0.14011,-0.01407,0.1067,-0.01045,94.717,76.073,-0.092,-2.9,-1.01,-0.24145,-0.08587,-0.18261,-0.12217,56.7,100.079,678,0,0,0,1.51,47.8,4.61,33,0.68,98,0.135,36.3,-0.4,-0.2,0,1.01,1.12,4.61,0.895,4.362,2018,31.3,0.087,33.61,34.73
24/03/2025 10:00,11,13.33,40.45,0.025,0.27,0.99,0.0216,0.08275,0.03156,0.08234,51.159,71.029,-0.036,-1.36,-0.07,-0.11403,-0.00831,-0.00333,-0.01363,38.547,61.578,0.009,0.53,-0.21,0.04386,-0.01963,0.06808,-0.01387,101.407,84.918,0.007,0.46,-0.19,0.03818,-0.01787,0.04083,-0.01487,76.115,71.372,-0.348,-12.74,-1.5,-1.05445,-0.12617,-0.30015,-0.11805,33.968,62.737,722,0,0,0,1.76,35.3,4.5,33.5,0.67,98,0.13,36.8,-0.3,1,0,1.44,1.02,4.5,0.962,4.512,2019,31.3,0.087,36.98,35.16
24/03/2025 10:30,12,13.32,41.36,-0.02,-1.46,0.9,-0.12217,0.07408,-0.03743,0.0763,43.626,67.273,-0.007,-0.28,0,-0.02565,0,0.00889,0,62.948,71.997,-0.037,-1.12,-0.48,-0.09497,-0.04145,-0.06085,-0.04113,79.669,76.7,0.011,0.57,-0.13,0.04762,-0.01319,0.04714,-0.01733,67.642,63.661,-0.312,-10.69,-2.29,-0.88489,-0.19079,-0.50467,-0.25135,29.814,64.881,795,0,0,0,1.28,59.1,3.29,34.3,0.65,97.9,0.119,37.8,-0.1,0,0,0.66,1.1,3.29,1.036,4.777,2018,31.5,0.087,35.13,35.74
24/03/2025 11:15,13,13.28,43.2,0.081,1.72,2,0.1425,0.1655,0.11956,0.17039,46.894,60.504,-0.078,-3.11,0,-0.25917,0,-0.19207,-0.00657,88.234,64.826,-0.041,-1.26,-0.47,-0.10671,-0.04073,-0.09003,-0.04375,79.244,71.468,0.009,0.52,-0.16,0.04322,-0.01525,0.04301,-0.01887,68.69,66.984,0.199,8.63,-0.91,0.71292,-0.07759,0.29792,-0.13117,78.889,50.738,882,0,0,0,1.29,65.9,3.79,35.8,0.64,97.9,0.108,39.2,-0.3,0.4,0,0.53,1.18,3.79,1.159,5.255,2019,32.1,0.087,39.08,37.97
24/03/2025 11:30,14,13.29,43.84,0.088,2.47,1.43,0.20398,0.11849,0.1269,0.11992,66.452,60.494,-0.071,-2.71,-0.16,-0.22547,-0.01545,-0.19903,-0.02137,61.697,64.756,-0.035,-0.91,-0.66,-0.07703,-0.05717,-0.04853,-0.05987,86.455,71.598,0.001,0.22,-0.23,0.01846,-0.02123,0.01834,-0.02101,67.674,65.967,0.027,0.97,0.18,0.0794,0.0156,0.08482,-0.01807,55.46,57.288,901,0,0,0,1.49,56.2,3.74,35.9,0.64,97.9,0.108,39.5,-0.6,0.3,0,0.83,1.24,3.74,1.191,5.284,2019,32.3,0.088,40.35,37.95
24/03/2025 11:45,15,13.27,44.52,0.002,-0.82,1.26,-0.06947,0.10436,-0.07105,0.1063,74.163,63.439,-0.039,-1.56,-0.02,-0.13125,-0.00305,-0.15725,-0.01193,45.29,63.327,-0.035,-1.05,-0.45,-0.08947,-0.03925,-0.08809,-0.04849,63.505,68.879,0.017,0.77,-0.1,0.0636,-0.01061,0.06318,-0.01051,73.207,65.689,0.035,1.5,-0.09,0.12327,-0.00937,0.12682,-0.03891,54.642,56.72,914,0,0,0,1.34,45.6,2.89,36.7,0.63,97.8,0.102,39.8,-0.2,0.3,0,0.94,0.96,2.89,1.212,5.558,2019,32.6,0.088,40.99,38.66
24/03/2025 12:00,16,13.28,44.9,0.172,5.14,2.28,0.42504,0.18813,0.39122,0.18866,43.377,60.749,-0.048,-1.97,0.04,-0.16429,0.0031,-0.17849,-0.00309,67.568,64.133,-0.021,-0.45,-0.51,-0.03909,-0.04383,-0.03885,-0.04995,65.331,65.9,0.008,0.49,-0.19,0.04083,-0.01789,0.03687,-0.01773,67.33,65.624,-0.006,0,-0.3,-0.00241,-0.02669,0,-0.04613,70.594,59.318,924,0,0,0,1.17,63.8,3.7,36.8,0.64,97.8,0.102,40.4,0.1,0.5,0,0.51,1.05,3.7,1.218,5.589,2018,33,0.087,39.8,38.9
24/03/2025 12:15,17,13.26,44.74,-0.001,-0.86,1.09,-0.07307,0.09066,-0.06683,0.09587,87.28,65.766,-0.06,-2.29,-0.16,-0.19137,-0.01491,-0.10461,-0.02061,92.539,65.389,-0.018,-0.38,-0.47,-0.03371,-0.04057,-0.03351,-0.04669,72.665,67.165,0.01,0.52,-0.14,0.04252,-0.01429,0.04583,-0.01415,71.332,64.57,0.019,0.97,-0.26,0.07959,-0.02369,0.09578,-0.04025,56.167,60.765,929,0,0,0,1.17,93.7,3.48,36.9,0.66,97.8,0.105,40.6,-0.4,1,0,-0.07,1.17,3.48,1.224,5.6,2019,33.3,0.088,40.67,39.35
24/03/2025 12:30,18,13.26,46.03,-0.038,-2.16,0.84,-0.18023,0.06916,-0.15991,0.06858,73.978,64.007,-0.047,-1.77,-0.16,-0.14871,-0.01449,-0.15143,-0.01721,62.195,67.248,-0.032,-0.91,-0.49,-0.07769,-0.04297,-0.07409,-0.04913,73.735,66.72,0.01,0.52,-0.1,0.04252,-0.01061,0.04226,-0.01407,69.821,67.863,0.016,0.88,-0.3,0.07311,-0.02711,0.0842,-0.04667,53.645,58.243,928,0,0,0,1.32,59.3,3.51,37.7,0.68,97.8,0.105,41.1,-0.4,0.4,0,0.67,1.14,3.51,1.241,5.85,2018,33.6,0.087,42.05,39.1
24/03/2025 12:45,19,13.25,47.31,-0.007,-1.14,1.15,-0.09563,0.09441,-0.09789,0.0996,70.094,63.635,-0.079,-2.96,-0.23,-0.24697,-0.02137,-0.17459,-0.02715,79.094,64.431,-0.03,-0.82,-0.51,-0.06991,-0.04383,-0.06619,-0.05337,67.725,66.271,0.007,0.45,-0.19,0.03687,-0.01785,0.033,-0.01765,68.812,66.348,0.005,0.48,-0.34,0.03972,-0.03027,0.0466,-0.04683,55.911,58.999,922,0,0,0,1.3,70.9,2.92,38,0.69,97.7,0.104,41.5,-0.3,0.3,0,0.43,1.23,2.92,1.238,5.952,2019,33.9,0.087,42.18,39.49
24/03/2025 13:00,20,13.24,48.1,-0.013,-1.38,1.12,-0.11557,0.09238,-0.11127,0.0947,76.993,62.505,-0.056,-2.2,-0.05,-0.18403,-0.00615,-0.20471,-0.01211,42.1,62.879,-0.021,-0.52,-0.42,-0.04535,-0.03751,-0.04493,-0.05047,75.38,64.318,0.011,0.55,-0.1,0.04472,-0.01087,0.04083,-0.01789,69.601,63.348,0.012,0.77,-0.34,0.06381,-0.03037,0.08064,-0.04697,53.016,59.128,914,0,0,0,1.33,72.3,3.18,38.2,0.7,97.7,0.106,41.7,0.1,0.5,0,0.4,1.26,3.18,1.231,6.004,2018,34.2,0.087,41.85,39.71
24/03/2025 13:15,21,13.22,48.4,0.058,1.25,1.44,0.10308,0.11922,0.11776,0.12419,63.577,64.642,-0.055,-2.09,-0.12,-0.17427,-0.01211,-0.18139,-0.01497,52.515,63.809,-0.03,-0.75,-0.59,-0.06353,-0.05113,-0.05667,-0.05737,80.62,66.778,0.008,0.43,-0.14,0.03635,-0.01437,0.03252,-0.01777,69.344,66.376,0.003,0.42,-0.34,0.03471,-0.03007,0.03635,-0.04953,58.25,59.321,901,0,0,0,1.49,107.7,4.2,38.2,0.73,97.7,0.109,41.8,-1.3,0.4,0,-0.45,1.42,4.2,1.225,5.983,2020,34.5,0.088,39.92,40.09
24/03/2025 13:30,22,13.21,48.18,-0.018,-1.56,1.09,-0.13097,0.09024,-0.07069,0.09559,92.108,63.821,-0.041,-1.54,-0.12,-0.12929,-0.01179,-0.10955,-0.01175,65.057,68.364,-0.019,-0.37,-0.51,-0.03191,-0.04431,-0.02845,-0.05047,68.288,65.822,0.008,0.49,-0.2,0.04016,-0.01819,0.03635,-0.02159,71.263,63.997,0.015,0.81,-0.27,0.067,-0.02447,0.09223,-0.04433,54.903,58.244,882,0,0,0,1.64,119.3,5.51,38.3,0.75,97.6,0.111,41.7,-0.3,0.5,0,-0.8,1.43,5.51,1.212,6.002,2019,34.7,0.088,40.82,40.29
24/03/2025 13:45,23,13.21,48.26,0.16,4.85,2.06,0.40097,0.1704,0.4722,0.1745,41.873,61.506,-0.05,-2.02,0.04,-0.16955,0.0031,-0.18545,0,83.275,65.117,-0.021,-0.49,-0.44,-0.04241,-0.03763,-0.04217,-0.05061,64.633,65.958,0.011,0.57,-0.16,0.04754,-0.01447,0.04717,-0.01789,71.187,64.426,-0.002,0.27,-0.45,0.02154,-0.03891,0.02105,-0.05535,58.377,59.447,861,0,0,0,1.63,116.2,4.79,38.6,0.77,97.6,0.112,41.7,-0.2,0.3,0,-0.72,1.46,4.79,1.191,6.093,2020,35,0.088,42.17,40.62
24/03/2025 14:00,24,13.22,48.24,0.148,4.33,2.09,0.35707,0.17256,0.33595,0.1738,64.314,63.875,-0.043,-1.63,-0.13,-0.13703,-0.01243,-0.14879,-0.01535,74.354,65.679,0.002,0.31,-0.27,0.02497,-0.02393,0.03396,-0.03715,61.466,66.585,0.01,0.53,-0.16,0.04392,-0.01451,0.04007,-0.01803,70.81,63.796,0.003,0.42,-0.34,0.03485,-0.03027,0.03139,-0.04697,58.808,59.123,833,0,0,0,1.7,129.2,3.52,38.5,0.78,97.6,0.115,41.8,0.8,1.1,0,-1.08,1.32,3.52,1.16,6.04,2019,35.2,0.088,42.48,40.57
24/03/2025 14:15,25,13.21,48.19,0.062,1.26,1.63,0.10415,0.13479,0.16524,0.1424,54.644,63.233,-0.04,-1.59,-0.02,-0.13305,-0.00305,-0.12673,-0.00603,71.926,68.494,0.013,0.77,-0.31,0.06329,-0.02733,0.06594,-0.04047,70.684,66.198,0.012,0.59,-0.1,0.0482,-0.01097,0.04785,-0.01807,68.992,64.252,0.002,0.39,-0.38,0.03183,-0.03313,0.031,-0.04983,60.011,59.067,801,0,0,0,1.89,128.4,5.13,38.6,0.79,97.6,0.117,41.7,-0.3,0.3,0,-1.17,1.48,5.13,1.134,6.059,2020,35.4,0.088,41.56,40.48
24/03/2025 14:30,26,13.21,48.04,0.169,5.13,2.16,0.42406,0.17774,0.38204,0.18233,66.002,61.801,-0.031,-1.33,0.11,-0.11265,0.00937,-0.07287,0.00616,91.45,64.806,-0.016,-0.33,-0.44,-0.02915,-0.03841,-0.02557,-0.04819,61.971,63.552,0.004,0.31,-0.16,0.02564,-0.01451,0.02918,-0.01437,68.917,66.705,0.001,0.34,-0.37,0.02822,-0.03261,0.02518,-0.04911,57.994,60.073,768,0,0,0,2.21,138,6.08,38.6,0.8,97.6,0.117,41.7,-1.1,0.4,0,-1.64,1.48,6.08,1.115,6.059,2020,35.6,0.088,42.4,40.16
24/03/2025 14:45,27,13.22,47.92,0.089,2.27,1.74,0.18792,0.14308,0.18784,0.1446,64.306,62.864,-0.065,-2.54,-0.05,-0.21195,-0.00607,-0.13237,-0.00897,88.502,64.359,0.016,0.87,-0.27,0.07156,-0.02407,0.07408,-0.03051,67.666,67.729,0.013,0.63,-0.12,0.05221,-0.01105,0.05564,-0.01819,69.889,64.896,0.004,0.48,-0.37,0.03898,-0.03293,0.04068,-0.04953,58.999,59.063,729,0,0,0,2.07,142.2,4.84,38.6,0.82,97.6,0.12,41.4,0,0.5,0,-1.64,1.27,4.84,1.062,6.038,2020,35.7,0.088,40.65,40.06
24/03/2025 15:00,28,13.21,47.84,0.066,1.39,1.7,0.11416,0.14018,0.11895,0.1446,78.421,60.675,-0.037,-1.53,0.04,-0.12821,0.00303,-0.11983,0,61.433,65.738,0.024,1.13,-0.23,0.09348,-0.02057,0.0897,-0.02707,65.588,65.651,0.014,0.71,-0.16,0.05944,-0.01461,0.0554,-0.01447,69.574,65.594,0.029,1.39,-0.27,0.11504,-0.02447,0.10073,-0.04421,50.75,58.373,687,0,0,0,1.82,110.2,4.6,38.7,0.8,97.6,0.117,41.5,0.4,0.7,0,-0.63,1.71,4.6,1,6.092,2019,35.9,0.088,40.98,39.69
24/03/2025 15:15,29,13.21,47.83,0.17,5.1,2.24,0.42104,0.18465,0.43554,0.19148,51.396,61.492,-0.035,-1.49,0.11,-0.12491,0.00972,-0.12849,0.00316,46.58,62.865,-0.052,-1.69,-0.54,-0.14147,-0.04627,-0.07083,-0.06273,88.331,64.63,0.011,0.59,-0.16,0.04892,-0.01461,0.0486,-0.01807,68.251,65.534,-0.011,-0.1,-0.42,-0.01085,-0.03725,-0.01053,-0.05703,53.829,57.67,642,0,0,0,2.07,118.6,5.77,38.7,0.78,97.5,0.114,41.5,-0.6,-0.1,0,-0.99,1.82,5.77,0.965,6.112,2020,36,0.088,39.8,39.61
24/03/2025 15:30,30,13.22,47.57,0.102,2.62,1.96,0.21688,0.16236,0.24906,0.16654,57.034,62.364,-0.05,-1.92,-0.09,-0.16145,-0.00927,-0.09697,-0.01223,87.695,65.796,0.013,0.8,-0.31,0.06587,-0.02743,0.05932,-0.03381,70.08,64.833,0.008,0.5,-0.2,0.04126,-0.01857,0.0373,-0.02201,69.954,61.927,0.009,0.66,-0.35,0.05482,-0.03129,0.04428,-0.04825,56.541,58.116,595,0,0,0,2.1,115,4.95,38.4,0.76,97.5,0.112,41.3,0.7,0.6,0,-0.88,1.9,4.95,0.909,6.028,2020,36.1,0.088,40.65,39.18
24/03/2025 15:45,31,13.2,47.31,0.144,4.12,2.19,0.34028,0.18002,0.34762,0.184,47.381,59.234,-0.041,-1.66,0.04,-0.13853,0.00316,-0.13745,-0.00629,70.476,62.8,0.015,0.85,-0.31,0.07096,-0.02749,0.09348,-0.03393,65.013,68.363,0.01,0.55,-0.16,0.04472,-0.01465,0.04443,-0.01819,69.958,62.942,-0.006,0.03,-0.38,0.00268,-0.03393,0.00776,-0.05071,58.747,58.052,544,0,0,0,2.05,127.3,4.24,38.8,0.75,97.5,0.108,41.3,-0.2,0.8,0,-1.24,1.63,4.24,0.853,6.187,2019,36.2,0.088,40.43,39.42
24/03/2025 16:00,32,13.22,47.13,0.211,6.6,2.42,0.54472,0.20001,0.572,0.2032,40.734,58.856,-0.007,-0.49,0.28,-0.04241,0.02274,-0.04901,0.01282,69.304,62.626,0.028,1.29,-0.19,0.10679,-0.01737,0.1057,-0.03089,70.192,66.211,0.013,0.64,-0.16,0.05301,-0.01487,0.05261,-0.01831,70.399,65.406,0.003,0.43,-0.38,0.03635,-0.03409,0.02667,-0.05395,57.292,57.859,491,0,0,0,2.17,147.4,6.37,38.5,0.72,97.6,0.106,41.1,-0.6,0.7,0,-1.83,1.17,6.37,0.798,6.102,2020,36.3,0.088,40.91,39.37
24/03/2025 16:15,33,13.24,47,0.209,6.56,2.37,0.5416,0.1958,0.58106,0.20542,41.05,60.427,-0.038,-1.64,0.15,-0.13817,0.0129,-0.14555,0.00316,69.913,62.238,-0.031,-0.94,-0.4,-0.07945,-0.03501,-0.02545,-0.04481,88.581,64.373,0.009,0.52,-0.2,0.04238,-0.01865,0.04204,-0.01835,65.626,63.922,-0.016,-0.27,-0.47,-0.02425,-0.04045,-0.01825,-0.05409,58.427,57.734,436,0,0,0,1.78,138.8,4.17,38.4,0.68,97.6,0.1,41,0.1,1.1,0,-1.33,1.17,4.17,0.706,6.109,2020,36.4,0.088,39.73,39.16
24/03/2025 16:30,34,13.24,46.75,0.148,4.29,2.16,0.35392,0.17832,0.33966,0.18286,52.963,61.053,-0.049,-2.06,0.15,-0.17279,0.01222,-0.09301,0.00602,89.956,63.311,0.052,2.13,-0.06,0.17635,-0.00697,0.17518,-0.02393,66.517,64.305,0.023,0.98,-0.07,0.08064,-0.00757,0.08002,-0.01491,69.418,65.437,0.006,0.52,-0.33,0.04277,-0.02881,0.06361,-0.04599,47.978,56.859,379,0,0,0,1.78,138.1,5.05,38,0.63,97.6,0.095,40.7,-1,0.4,0,-1.32,1.19,5.05,0.637,6.012,2020,36.5,0.088,39.18,38.7
24/03/2025 16:45,35,13.24,46.26,0.135,3.77,2.14,0.31112,0.17711,0.29314,0.18116,57.353,60.928,-0.034,-1.47,0.15,-0.12415,0.01243,-0.10731,0.00923,73.103,65.927,0.061,2.47,-0.02,0.20398,-0.00353,0.20556,-0.01731,64.442,63.999,0.022,1.01,-0.16,0.08339,-0.01507,0.0791,-0.02225,69.652,63.146,0.023,1.11,-0.2,0.09172,-0.01909,0.11386,-0.03963,56.096,56.916,322,0,0,0,1.79,131.7,5.29,37.8,0.62,97.6,0.095,40.4,-0.5,0.3,0,-1.19,1.33,5.29,0.571,5.947,2019,36.6,0.087,38.76,38.26
24/03/2025 17:00,36,13.25,45.68,0.155,4.54,2.21,0.37494,0.18233,0.35139,0.1863,52.642,61.732,-0.048,-1.99,0.11,-0.16707,0.00937,-0.15461,0.0031,75.642,64.226,0.045,1.91,-0.1,0.15704,-0.01061,0.1527,-0.02087,71.639,66.394,0.013,0.64,-0.16,0.05345,-0.01525,0.05692,-0.02249,69.846,62.579,0.007,0.56,-0.33,0.04602,-0.02855,0.05502,-0.04881,56.163,56.728,264,0,0,0,1.73,122.7,6.65,37.6,0.64,97.6,0.098,39.9,-0.4,0.1,0,-0.94,1.46,6.65,0.496,5.864,2019,36.6,0.088,37.62,37.76
24/03/2025 17:15,37,13.26,45.1,0.157,4.51,2.34,0.3725,0.19288,0.34747,0.19621,61.177,60.989,-0.011,-0.68,0.31,-0.05821,0.02552,-0.02305,0.01894,52.249,64.04,0.08,3.15,0.04,0.26066,0.00362,0.25532,-0.01423,63.93,64.247,0.022,1.04,-0.16,0.08566,-0.01537,0.08498,-0.01895,67.734,63.752,0.03,1.44,-0.28,0.11908,-0.02525,0.09966,-0.04545,53.325,55.655,207,0,0,0,1.76,128.4,5,37.5,0.67,97.6,0.104,39.3,0,1,0,-1.09,1.38,5,0.431,5.793,2019,36.7,0.088,36.98,37.49
24/03/2025 17:30,38,13.26,44.19,0.204,6.36,2.4,0.52514,0.19838,0.54704,0.20098,46.88,59.736,0.015,0.25,0.48,0.02047,0.03918,0.05344,0.03206,11.266,62.493,0.033,1.41,-0.12,0.1173,-0.01103,0.172,-0.02863,64.311,63.362,0.016,0.77,-0.16,0.06372,-0.01545,0.07087,-0.02287,65.584,63.37,0.005,0.49,-0.37,0.0402,-0.03211,0.0663,-0.05227,53.5,57.594,153,0,0,0,1.71,136.7,4.81,37,0.68,97.6,0.107,38.5,-0.7,0.7,0,-1.24,1.17,4.81,0.36,5.619,2019,36.7,0.088,36.05,36.86
24/03/2025 17:45,39,13.03,42.73,0.158,4.58,2.3,0.37856,0.1896,0.36354,0.19607,58.417,60.737,0.008,-0.06,0.52,-0.00647,0.0432,0.01463,0.03598,56.061,61.365,0.072,2.89,-0.02,0.23842,-0.00389,0.24616,-0.02637,66.272,61.026,0.028,1.25,-0.12,0.10274,-0.01207,0.0976,-0.02371,66.281,61.036,0.033,1.57,-0.3,0.13014,-0.02707,0.1227,-0.05151,55.132,56.706,85,0,0,0,1.83,136.7,5.72,36.7,0.66,97.6,0.107,37.7,-0.4,0.1,0,-1.33,1.25,5.72,0.293,5.527,2019,36.7,0.088,34.62,36.23
24/03/2025 18:00,40,12.97,40.74,0.1,2.4,2.16,0.1978,0.1781,0.1357,0.1859,69.388,61.173,0.025,0.52,0.67,0.04264,0.0556,0.05758,0.04847,68.054,65.121,0.091,3.59,0.1,0.29636,0.00786,0.28346,-0.01149,53.06,61.971,0.031,1.36,-0.13,0.11282,-0.01231,0.10752,-0.01609,66.637,61.392,0.058,2.51,-0.23,0.2076,-0.02057,0.1598,-0.04549,49.659,56.02,20,0,0,0,1.9,136.2,4.74,36.2,0.66,97.7,0.109,36.7,-0.4,0.2,0,-1.37,1.32,4.74,0.222,5.366,2018,36.8,0.087,33.99,35.65
24/03/2025 18:15,41,12.93,38.97,0.072,1.37,2,0.1132,0.16594,0.06643,0.17033,62.247,62.06,0.022,0.45,0.6,0.0373,0.05011,0.07983,0.04589,55.565,62.616,0.092,3.68,-0.02,0.30404,-0.00391,0.29664,-0.02663,56.723,62.6,0.025,1.11,-0.13,0.09134,-0.01223,0.08628,-0.02003,65.767,62.545,0.052,2.31,-0.27,0.19139,-0.02427,0.12919,-0.04597,50.35,55.197,10,0,0,0,1.52,119.3,3.34,35.7,0.65,97.7,0.111,35.9,-0.6,0.4,0,-0.74,1.32,3.34,0.173,5.209,2019,36.8,0.088,33.14,35.12
24/03/2025 18:30,42,12.91,37.48,0.163,4.89,2.16,0.404,0.1786,0.26154,0.18599,49.082,61.187,0.012,0.28,0.29,0.02352,0.02424,0.05246,0.01701,73.971,61.556,0.067,2.72,-0.02,0.22478,-0.00395,0.22154,-0.02311,64.306,61.84,0.019,0.92,-0.17,0.0763,-0.01649,0.07126,-0.02423,67.081,61.33,0.028,1.29,-0.19,0.10638,-0.01789,0.14354,-0.04375,44.172,53.05,2,0,0,0,1.23,108.2,3.35,35.1,0.63,97.7,0.111,35,-0.2,0.3,0,-0.38,1.17,3.35,0.133,5.039,2019,36.7,0.088,32.34,34.42
24/03/2025 18:45,43,12.9,36.33,0.107,2.79,1.99,0.22996,0.16398,0.23872,0.16841,56.975,61.303,0.063,1.89,0.83,0.15678,0.06848,0.16894,0.06431,47.83,63.366,0.069,2.83,-0.07,0.23378,-0.00799,0.23513,-0.03089,59.442,62.034,0.018,0.85,-0.17,0.07096,-0.01649,0.07038,-0.02423,67.036,60.526,0.028,1.39,-0.31,0.1142,-0.02799,0.1134,-0.04977,52.8,55.886,0,0,0,0,1.17,92.1,3.55,34.5,0.59,97.7,0.107,34.3,-0.6,0.3,0,-0.04,1.17,3.55,0.124,4.896,2020,36.7,0.088,31.08,33.88
24/03/2025 19:00,44,12.89,35.21,0.123,3.38,2.07,0.27938,0.17104,0.2856,0.17184,61.81,60.368,0.046,1.37,0.66,0.1134,0.05404,0.14609,0.04648,54.635,62.185,0.072,3,-0.12,0.248,-0.01195,0.25086,-0.03475,59.885,60.96,0.015,0.81,-0.23,0.0672,-0.02075,0.06666,-0.02429,66.978,59.203,0.049,2.13,-0.23,0.17645,-0.02123,0.1713,-0.04669,51.734,56.078,0,0,0,0,0.77,87.2,1.68,33.7,0.57,97.7,0.108,33.6,-0.6,0.3,0,0.04,0.77,1.68,0.082,4.678,2020,36.6,0.088,30.01,33.02
24/03/2025 19:15,45,12.88,34.15,0.144,4.2,2.09,0.347,0.17227,0.3334,0.17614,69.083,60.617,0.092,2.97,0.95,0.24524,0.07922,0.30431,0.07482,45.152,61.44,0.065,2.75,-0.17,0.22724,-0.01605,0.23764,-0.03879,58.747,61.087,0.014,0.77,-0.23,0.0637,-0.02091,0.0629,-0.02463,65.145,61.669,0.031,1.51,-0.33,0.12532,-0.02837,0.14207,-0.05015,51.281,53.611,0,0,0,0,0.63,94.3,1.25,32.9,0.55,97.7,0.111,32.7,-0.7,0.3,0,-0.05,0.63,1.25,0.067,4.458,2019,36.5,0.088,29.77,32.13
24/03/2025 19:30,46,12.88,33.17,0.093,2.33,1.86,0.19246,0.15412,0.19771,0.1584,64.69,60.488,0.091,2.93,0.97,0.24215,0.08028,0.30032,0.07552,46.658,61.2,0.069,2.89,-0.17,0.23813,-0.01617,0.25177,-0.03511,58.366,60.451,0.014,0.77,-0.23,0.0637,-0.02091,0.0629,-0.02865,66.049,61.817,0.027,1.27,-0.23,0.10564,-0.02123,0.11743,-0.04669,53.799,55.121,0,0,0,0,0.42,89.4,0.82,32,0.55,97.7,0.114,31.9,-0.6,0.2,0,0,0.42,0.82,0.044,4.223,2018,36.5,0.087,28.48,31.18
24/03/2025 19:45,47,12.87,32.26,0.09,2.16,1.92,0.17846,0.15894,0.20101,0.16678,57.288,59.608,0.084,2.72,0.85,0.22508,0.07037,0.24878,0.06256,53.961,62.262,0.065,2.75,-0.17,0.22642,-0.01609,0.2368,-0.03511,57.615,60.458,0.013,0.67,-0.17,0.0552,-0.01667,0.05881,-0.02453,65.858,61.12,0.053,2.34,-0.28,0.19288,-0.02489,0.12586,-0.05015,49.649,54.748,0,0,0,0,0.51,96.5,1.16,31.4,0.54,97.7,0.118,31,-0.5,0.3,0,-0.06,0.51,1.16,0.053,4.063,2019,36.3,0.087,28.8,30.55
24/03/2025 20:00,48,12.86,31.72,0.11,2.89,1.99,0.23816,0.16472,0.2342,0.16931,66.38,62.43,0.044,1.3,0.62,0.10816,0.05074,0.24496,0.04958,49.84,59.638,0.063,2.68,-0.17,0.2215,-0.01609,0.22473,-0.03511,59.445,61.53,0.013,0.71,-0.23,0.05881,-0.02085,0.05404,-0.02855,64.886,61.662,0.026,1.2,-0.19,0.09902,-0.01785,0.10502,-0.04353,53.154,54.727,0,0,0,0,0.64,94.8,1.24,31.4,0.52,97.8,0.114,30.5,-0.6,0.2,0,-0.05,0.64,1.24,0.066,4.082,2019,36.2,0.087,29.48,30.52
24/03/2025 20:15,49,12.87,31.37,0.12,3.4,1.88,0.28134,0.15522,0.28141,0.15938,66.88,61.928,0.094,3.07,0.92,0.25331,0.07654,0.29459,0.06872,51.154,62.451,0.065,2.77,-0.21,0.22964,-0.01995,0.2368,-0.03867,60.655,60.212,0.011,0.6,-0.17,0.05016,-0.01663,0.04978,-0.02447,65.203,62.484,0.022,1.08,-0.23,0.08934,-0.02131,0.11308,-0.04691,51.841,53.667,0,0,0,0,0.59,101.4,1.53,31.2,0.51,97.8,0.112,30.3,-0.7,0.3,0,-0.12,0.58,1.53,0.061,4.044,2019,36.1,0.088,28.49,30.33
24/03/2025 20:30,50,12.86,30.92,0.11,2.93,1.98,0.24228,0.16327,0.23972,0.16793,71.577,61.359,0.083,2.7,0.81,0.22312,0.06734,0.3015,0.0628,50.15,60.195,0.064,2.73,-0.21,0.22563,-0.02013,0.23618,-0.03907,61.587,61.903,0.014,0.77,-0.23,0.06398,-0.02099,0.05906,-0.02471,67.226,63.498,0.021,1.08,-0.27,0.08883,-0.02471,0.10122,-0.04659,51.776,55.113,0,0,0,0,0.43,100.2,1.08,30.6,0.51,97.8,0.116,30,-0.7,0.2,0,-0.08,0.42,1.08,0.044,3.891,2018,35.9,0.087,27.41,29.78
